,feature,weights
0,0.6629410991855869,1.5262953171194548e-05
1,3.4206186312977502,3.7715890829755773e-13
2,2.335272612738335,3.0365799408375e-12
3,2.278828968935862,3.750069245771537e-12
4,5.161235329242676,1.0089863294981301e-13
5,-1.03044454418929,7.995474466488436e-05
6,-2.0320156006653316,3.538955834683342e-08
7,-0.5883572508055726,0.0003087568704074713
8,2.347574361652982,2.9089721760067967e-12
9,1.2994481746874884,6.870504084019736e-08
10,-1.3899867577476206,1.0521535691818029e-05
11,-1.2084801644824756,3.250575761911816e-05
12,6.411058573177025,6.373784399632475e-14
13,1.867885993584359,7.152956440465812e-11
14,-1.3554389538056981,1.325655160562187e-05
15,-0.3213113485708937,0.00037924064237593866
16,-1.410309904851069,9.151335623525136e-06
17,1.0301163088518637,9.297510461315322e-07
18,-0.22885542301298512,0.0003658433842074391
19,-0.19427291444533057,0.00035587656240995447
20,-1.5871016027324416,2.4298255114292436e-06
21,-0.911725417913356,0.00013006745120369662
22,0.45283962842571635,5.1193508599074114e-05
23,-0.11508831924915486,0.00032450679363375
24,0.053722907027717426,0.00023289943749211437
25,1.2074747745665517,1.7624325678824995e-07
26,2.009363726564022,1.7139138999058464e-11
27,0.9419477274433345,1.970730699747736e-06
28,-0.0828457872916184,0.00030894047181024897
29,0.8406123252206639,4.392597884496759e-06
30,0.8165627671810618,5.261544036442364e-06
31,-0.5319478050412016,0.0003350555015065673
32,-0.02488608278106108,0.0002780850901418299
33,0.6445905993752743,1.7158263557307415e-05
34,0.2590076597583888,0.00012146890522117833
35,-2.1540730445741434,8.901683377931357e-09
36,-1.1646788247435647,4.133899359185947e-05
37,-0.5598081464860728,0.0003226240656506087
38,0.9373756844119454,2.0462127706195008e-06
39,-0.30400158313167314,0.00037827822058731644
40,-1.61562834830705,1.9250882764908364e-06
41,1.2345186814308158,1.3438397581757402e-07
42,-1.51898621164229,4.147885456237511e-06
43,-0.7177786953279589,0.00023686220743163164
44,0.34807854710322617,8.415749709423409e-05
45,-2.8863888164062264,5.263434748014289e-12
46,-0.3583384554208917,0.0003788420136717394
47,-0.32634075164901466,0.0003793848328454039
48,-0.7900159635974544,0.0001949145603510575
49,0.8998753117804674,2.770990638294141e-06
50,1.1788713325070677,2.3362341390874903e-07
51,-2.6384478653014956,2.5398537026106763e-11
52,1.2943145276075319,7.252164310642656e-08
53,1.52452575863553,5.450232767330585e-09
54,-0.26080299209243807,0.0003727344087285908
55,1.3258277651290094,5.190232523112397e-08
56,-0.2482839571985762,0.00037030927807983036
57,2.60581213342248,1.4071056107305005e-12
58,3.089322393879768,5.812036680843236e-13
59,2.7490496217626723,1.0336163507838658e-12
60,0.8463774767989112,4.20425166490133e-06
61,4.825858451311952,1.2553569146397195e-13
62,3.0937805566780856,5.774380985541178e-13
63,3.0001851285292735,6.650416348513189e-13
64,0.9238689763253518,2.284717900771016e-06
65,-0.06182895401038113,0.00029812041051477964
66,1.2973005679776732,7.027813895257697e-08
67,1.241645944928373,1.250136897757746e-07
68,-0.02358978195429895,0.000277362469669355
69,0.6920875482273763,1.2617244321683588e-05
70,1.5947160544557413,2.3158251915196616e-09
71,-1.8356421569459709,2.678582374800611e-07
72,1.0058834395339744,1.1487221611395842e-06
73,-0.16311487741005892,0.0003448469682802473
74,2.1369547844344736,7.277581832999735e-12
75,0.5789319775500941,2.562266907123629e-05
76,-1.2738518056874404,2.218995386358415e-05
77,0.6679163838835731,1.47806805660774e-05
78,0.35507325912864496,8.159003047706262e-05
79,1.5155241853261652,6.070298888305737e-09
80,0.566733807549888,2.7520026874338283e-05
