,feature,Outcome
0,-0.10028545097316416,0.0
1,-0.6388646311865014,0.0
2,-0.41595793411416293,0.0
3,-0.5142828570777126,0.0
4,0.0798026842952293,0.0
5,-0.011106314507365711,0.0
6,0.7321830488580536,0.0
7,0.13563785325787536,0.0
8,0.17287602817280745,0.0
9,-0.7628602848602495,0.0
10,-0.468653121601472,0.0
11,-0.49154267908228844,0.0
12,-0.10789065763892247,0.0
13,-0.21076547225620573,0.0
14,-0.2560910089989849,0.0
15,-0.41475783345577505,0.0
16,-0.3300625522026656,0.0
17,-1.0767551304616372,0.0
18,-0.21957012929868217,0.0
19,-0.0020077480088902533,0.0
20,-0.23867600338202077,0.0
21,-1.3448406509111934,0.0
22,-0.17138141708399346,0.0
23,-0.19026460983966073,0.0
24,-0.6226305256920383,0.0
25,-0.13105923947677556,0.0
26,-0.44703307165814443,0.0
27,-0.08760229237451514,0.0
28,-1.0197902476903393,0.0
29,0.09581095236407045,0.0
30,-0.46577122688400907,0.0
31,-0.6242333954935384,0.0
32,-0.4944294262197869,0.0
33,0.021540279020133002,0.0
34,-0.4460783847617795,0.0
35,-0.19671853001673278,0.0
36,0.04153585177064817,0.0
37,-0.6214590553798448,0.0
38,0.13600108175623454,0.0
39,-0.28077306115005296,0.0
40,-0.5483529491622103,0.0
41,-0.740476718736367,0.0
42,-0.22404403235147036,0.0
43,-0.19203102404046307,0.0
44,-1.1493507702209327,0.0
45,-0.45153593887624366,0.0
46,0.18216612526398301,0.0
47,-0.49767090145982973,0.0
48,0.05748415340028945,0.0
49,-1.0309549705044738,0.0
50,-0.8550941592832852,0.0
51,0.3579735347986657,0.0
52,-0.9548378113801237,0.0
53,-0.16363503792018363,0.0
54,-0.6039024561567282,0.0
55,-0.11287981985714765,0.0
56,0.6225117086559071,0.0
57,-0.3011814273090063,0.0
58,-0.18526258950492014,0.0
59,0.023494548838240426,0.0
60,0.054863583302388164,0.0
61,-0.3299905064911757,0.0
62,0.023898619120855558,0.0
63,-0.38938431448601096,0.0
64,-0.6133712128270584,0.0
65,-0.4428352937060772,0.0
66,0.04853538817658015,0.0
67,-0.07210231536172004,0.0
68,0.0004578908298328299,0.0
69,-0.21788280051490516,0.0
70,-0.28661670176399007,0.0
71,-0.8070069951217405,0.0
72,-0.19511317319762453,0.0
73,-0.31757161596461064,0.0
74,-1.2172775818604913,0.0
75,-0.6891884590209572,0.0
76,0.21246203356335308,0.0
77,-0.6489005707130328,0.0
78,-0.20177725842845226,0.0
79,-0.9155171694682966,0.0
80,-0.430236915412402,0.0
81,-0.16379428151622494,0.0
82,-0.31859222855614083,0.0
83,-0.7282491088465196,0.0
84,-0.6837642318338093,0.0
85,-0.08101294937632567,0.0
86,-0.7617365181095686,0.0
87,-0.37104322308848,0.0
88,-0.019986502460823785,0.0
89,-0.32223360111537425,0.0
90,0.1331033471394487,0.0
91,-0.46005557928037644,0.0
92,-0.28501181654094876,0.0
93,-0.3203079571829383,0.0
94,-0.5969508087718496,0.0
95,0.48641126689461184,0.0
96,-0.5123451031678539,0.0
97,-0.22605070770218455,0.0
98,0.12002763474940142,0.0
99,-0.1278341433728282,0.0
100,0.35679344711465594,0.0
101,-0.5168990060881477,0.0
102,-0.07762316391102975,0.0
103,0.11638333068162643,0.0
104,-0.08147911360037158,0.0
105,-0.3645838751795473,0.0
106,-0.5116606325883745,0.0
107,-1.071948119984674,0.0
108,0.01397316891049627,0.0
109,-0.7462062644475527,0.0
110,-0.5280326969688269,0.0
111,0.09818998464868578,0.0
112,-0.37052203688163127,0.0
113,-0.3022824603303103,0.0
114,-0.5095780363466685,0.0
115,-0.0660808289486717,0.0
116,-0.043039170427526474,0.0
117,-0.32869844474474613,0.0
118,-0.13995185838466562,0.0
119,0.20953781275136824,0.0
120,-0.05342271106134691,0.0
121,-0.5761698405814316,0.0
122,-0.27066068022472367,0.0
123,-0.7936607008212263,0.0
124,-0.1565830214141759,0.0
125,-0.6013807685607496,0.0
126,-0.7911794895438167,0.0
127,-0.5442661453886597,0.0
128,-0.4550654073949688,0.0
129,-0.13217746141026482,0.0
130,-0.4038014407992666,0.0
131,-0.13788532165634534,0.0
132,-0.36905229297092224,0.0
133,-0.1910419642949903,0.0
134,-0.894985081101733,0.0
135,0.07504010328221,0.0
136,-0.3667224569427585,0.0
137,-0.6294587032686192,0.0
138,-0.6613833662346388,0.0
139,-0.4392744674813831,0.0
140,0.33325722240658856,0.0
141,-0.3763160633873308,0.0
142,-0.003328124983320302,0.0
143,-0.5282311110075713,0.0
144,-0.6813715630698358,0.0
145,-0.5746666678446961,0.0
146,-0.17032216549348986,0.0
147,0.1919484567125247,0.0
148,-0.29453358311763894,0.0
149,0.01579701082532653,0.0
150,-0.6177146630514221,0.0
151,0.23174937327461903,0.0
152,-0.47877723098465813,0.0
153,0.06070320496842002,0.0
154,-0.5302420938482479,0.0
155,-0.5990838294733154,0.0
156,-0.6821768651383595,0.0
157,0.011586625292778041,0.0
158,-0.3601437689277359,0.0
159,-0.10636207300532571,0.0
160,0.11145811196869804,0.0
161,-0.6132744447968116,0.0
162,-0.09097012361131532,0.0
163,0.031921801478470235,0.0
164,-0.13787779776530693,0.0
165,-0.7784982322610859,0.0
166,-0.003139025566666176,0.0
167,-0.7313831601689782,0.0
168,-0.49330497818783314,0.0
169,-0.5189708267761003,0.0
170,-0.05612986354964877,0.0
171,-0.5037092984796544,0.0
172,-0.3911547921667446,0.0
173,-0.48859464966745836,0.0
174,-0.6529941394266727,0.0
175,-0.9869189920854027,0.0
176,-0.17762248344510723,0.0
177,-0.8476809699767192,0.0
178,-0.33337046980445784,0.0
179,-0.3922068756287872,0.0
180,-0.062300028596631585,0.0
181,-0.1942840751785475,0.0
182,-0.18469327477851802,0.0
